nom_fichier;num_poste;nom_usuel
SH_MTN231157001.csv;31157001;TOULOUSE-FRANCAZAL
SH_MTN231403002.csv;31403002;ONDES
SH_MTN332013005.csv;32013005;AUCH
SH_MTN033063001.csv;33063001;BORDEAUX-PAULIN
SH_MTN033214002.csv;33214002;LACANAU
SH_MTN133236002.csv;33236002;CAP-FERRET
SH_MTN133281001.csv;33281001;BORDEAUX-MERIGNAC
SH_MTN133504001.csv;33504001;SAUTERNES
SH_MTN133529001.csv;33529001;CAZAUX
SH_MTN133550001.csv;33550001;VILLENAVE D'ORNON-INRA
SH_MTN234154001.csv;34154001;MONTPELLIER-AEROPORT
SH_MTN234301002.csv;34301002;SETE
SH_MTN035110003.csv;35110003;FEINS  SA
SH_MTN135228001.csv;35228001;DINARD
SH_MTN235281001.csv;35281001;RENNES-ST JACQUES
SH_MTN236063001.csv;36063001;CHATEAUROUX  DEOLS
SH_MTN037003001.csv;37003001;AMBOISE
SH_MTN237179001.csv;37179001;TOURS
SH_MTN138242001.csv;38242001;MONESTIER
SH_MTN138299001.csv;38299001;PELLAFOL-CHANEAUX
SH_MTN038366001.csv;38366001;ST-BAUDILLE
SH_MTN138442001.csv;38442001;GRANDE-CHARTREUSE
SH_MTN138548001.csv;38548001;VILLARD-DE-LANS
SH_MTN139013004.csv;39013004;ARBOIS_SAPC
SH_MTN239198001.csv;39198001;DOLE
SH_MTN240088001.csv;40088001;DAX
SH_MTN240192001.csv;40192001;MONT-DE-MARSAN
SH_MTN140272002.csv;40272002;ST M HINX STNA-INRA
SH_MTN240304001.csv;40304001;SOORTS-HOSSEGOR
SH_MTN241097001.csv;41097001;ROMORANTIN
SH_MTN242005001.csv;42005001;ST ETIENNE-BOUTHEON
SH_MTN042098001.csv;42098001;FOURNEAUX
SH_MTN243046001.csv;43046001;LE PUY-CHADRAC
SH_MTN143096001.csv;43096001;FONTANNES
SH_MTN244020001.csv;44020001;NANTES-BOUGUENAIS
SH_MTN044110002.csv;44110002;NORT-SUR-ERDRE
SH_MTN245055001.csv;45055001;ORLEANS
SH_MTN045270002.csv;45270002;ST-BENOIT/LOIRE
SH_MTN246127001.csv;46127001;GOURDON
SH_MTN247091001.csv;47091001;AGEN-LA GARENNE
SH_MTN149020001.csv;49020001;BEAUCOUZE
SH_MTN149027001.csv;49027001;BEGROLLES
SH_MTN249281001.csv;49281001;ST GEORGES GARD
SH_MTN249328001.csv;49328001;SAUMUR
SH_MTN250020001.csv;50020001;PTE DE LA HAGUE
SH_MTN051262001.csv;51262001;FRIGNICOURT
SH_MTN152123003.csv;52123003;CHEVILLON_SAPC
SH_MTN252145001.csv;52145001;COUBLANC
SH_MTN252197003.csv;52197003;FAYL-BILLOT_SAPC
SH_MTN352269001.csv;52269001;LANGRES
SH_MTN152332001.csv;52332001;VAL-DE-MEUSE
SH_MTN152448001.csv;52448001;ST-DIZIER
SH_MTN052469001.csv;52469001;CHAUMONT-SEMOUTIERS
SH_MTN153097001.csv;53097001;EVRON
SH_MTN053147001.csv;53147001;MAYENNE
SH_MTN153185001.csv;53185001;PRE-EN-PAIL_SAPC
SH_MTN154040001.csv;54040001;BADONVILLER
SH_MTN154405001.csv;54405001;NANCY-OCHEY
SH_MTN254526001.csv;54526001;NANCY-ESSEY
SH_MTN156009001.csv;56009001;BELLE ILE-LE TALUT
SH_MTN256069001.csv;56069001;ILE DE GROIX
SH_MTN056165003.csv;56165003;PLOERMEL
SH_MTN156185001.csv;56185001;LORIENT-LANN BIHOUE
SH_MTN257039001.csv;57039001;METZ-FRESCATY
SH_MTN357168001.csv;57168001;PHALSBOURG_SAPC
SH_MTN358160001.csv;58160001;NEVERS-MARZY
SH_MTN459183001.csv;59183001;DUNKERQUE
SH_MTN459343001.csv;59343001;LILLE-LESQUIN
SH_MTN060107001.csv;60107001;BREUIL-LE-VERT
SH_MTN260639001.csv;60639001;BEAUVAIS-TILLE
SH_MTN161001001.csv;61001001;ALENCON
SH_MTN462160001.csv;62160001;BOULOGNE-SEM
SH_MTN262298001.csv;62298001;CAMBRAI-EPINOY
SH_MTN262826001.csv;62826001;LE-TOUQUET
SH_MTN263113001.csv;63113001;CLERMONT-FD
SH_MTN063426001.csv;63426001;TAUVES
SH_MTN264024001.csv;64024001;BIARRITZ-PAYS-BASQUE
SH_MTN064068001.csv;64068001;ASSON
SH_MTN164189001.csv;64189001;SOCOA
SH_MTN264549001.csv;64549001;PAU-UZEIN
SH_MTN165258001.csv;65258001;LANNEMEZAN
SH_MTN165304001.csv;65304001;MAUBOURGUET
SH_MTN165344001.csv;65344001;TARBES-LOURDES-PYRENEES
SH_MTN266136001.csv;66136001;PERPIGNAN
SH_MTN166148001.csv;66148001;CAP BEAR
SH_MTN367124001.csv;67124001;STRASBOURG-ENTZHEIM
SH_MTN367482001.csv;67482001;STRASBOURG - BOTANIQUE
SH_MTN167498001.csv;67498001;UHRWILLER_SAPC
SH_MTN168205001.csv;68205001;COLMAR-MEYENHEIM
SH_MTN268224006.csv;68224006;MULHOUSE
SH_MTN268297001.csv;68297001;BALE-MULHOUSE
SH_MTN269029001.csv;69029001;LYON-BRON
SH_MTN269141001.csv;69141001;MORNANT
SH_MTN169196001.csv;69196001;ST-DIDIER-BEAUJ
SH_MTN269204002.csv;69204002;ST-GENIS-LAVAL
SH_MTN270006001.csv;70006001;AILLEVILLERS
SH_MTN270473001.csv;70473001;LUXEUIL
SH_MTN171105001.csv;71105001;MACON
SH_MTN171320001.csv;71320001;MT-ST-VINCENT
SH_MTN171482001.csv;71482001;ST-SYMPHORIEN DE MARMAGNE
SH_MTN171491001.csv;71491001;ST YAN
SH_MTN172093001.csv;72093001;CORMES
SH_MTN272181001.csv;72181001;LE MANS
SH_MTN072357001.csv;72357001;THOREE LES PINS
SH_MTN173026001.csv;73026001;AVRIEUX
SH_MTN173034002.csv;73034002;BEAUFORT-SUR-DORON
SH_MTN173054001.csv;73054001;BOURG ST MAURICE
SH_MTN073064001.csv;73064001;CHALLES LES EAUX
SH_MTN074087001.csv;74087001;CONTAMINE-SUR- ARVE
SH_MTN274093001.csv;74093001;CRAN-GEVRIER
SH_MTN174137001.csv;74137001;GROISY_SAPC
SH_MTN174280001.csv;74280001;THONES
SH_MTN174281001.csv;74281001;THONON-INRA
SH_MTN475114001.csv;75114001;PARIS-MONTSOURIS
SH_MTN176116001.csv;76116001;ROUEN-BOOS
SH_MTN276217001.csv;76217001;DIEPPE
SH_MTN276259001.csv;76259001;FECAMP
SH_MTN176302002.csv;76302002;GODERVILLE
SH_MTN476552001.csv;76552001;CAP-DE-LA-HEVE
SH_MTN077211001.csv;77211001;NANGIS
SH_MTN277306001.csv;77306001;MELUN
SH_MTN177333003.csv;77333003;NEMOURS
SH_MTN378621001.csv;78621001;TRAPPES
SH_MTN378640001.csv;78640001;VILLACOUBLAY
SH_MTN279176001.csv;79176001;MENIGOUTE_SAPC
SH_MTN279191005.csv;79191005;NIORT
SH_MTN079220002.csv;79220002;PRIN-DEYRANCON_SAPC
SH_MTN079320002.csv;79320002;SURIN_SAPC
SH_MTN380001001.csv;80001001;ABBEVILLE
SH_MTN080182003.csv;80182003;CAYEUX-SUR-MER
SH_MTN180379002.csv;80379002;AMIENS-GLISY
SH_MTN180606002.csv;80606002;OISEMONT_SAPC
SH_MTN080682001.csv;80682001;ROUVROY-EN-SANTERRE
SH_MTN081081002.csv;81081002;DOURGNE
SH_MTN181124001.csv;81124001;LACAUNE
SH_MTN282121002.csv;82121002;MONTAUBAN
SH_MTN183031001.csv;83031001;LE LUC
SH_MTN183061001.csv;83061001;FREJUS
SH_MTN183069001.csv;83069001;HYERES
SH_MTN183069002.csv;83069002;PORQUEROLLES
SH_MTN283137001.csv;83137001;TOULON
SH_MTN083145001.csv;83145001;VARAGES
SH_MTN184003002.csv;84003002;APT-VITON
SH_MTN284087001.csv;84087001;ORANGE
SH_MTN185113001.csv;85113001;L ILE D YEU
SH_MTN185152001.csv;85152001;LA MOTHE ACHARD
SH_MTN085163001.csv;85163001;NOIRMOUTIER EN
SH_MTN285216001.csv;85216001;SAINTE GEMME LA PLAINE_SAPC
SH_MTN386027001.csv;86027001;POITIERS-BIARD
SH_MTN186039001.csv;86039001;BRUX_SAPC
SH_MTN187106001.csv;87106001;NEXON
SH_MTN187113001.csv;87113001;LE PALAIS SUR VIENNE
SH_MTN188136001.csv;88136001;EPINAL
SH_MTN088196009.csv;88196009;GERARDMER
SH_MTN189295001.csv;89295001;AUXERRE-PERRIGNY
SH_MTN089333001.csv;89333001;ST ANDRE
SH_MTN189387002.csv;89387002;SENS
SH_MTN190035001.csv;90035001;DORANS
SH_MTN291027002.csv;91027002;ORLY
SH_MTN291103001.csv;91103001;BRETIGNY_SAPC
SH_MTN091184001.csv;91184001;COURDIMANCHE
SH_MTN394068001.csv;94068001;ST-MAUR
SH_MTN295078001.csv;95078001;PONTOISE - AERO
SH_MTN395088001.csv;95088001;LE BOURGET
